cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-1327-00-1045365-0-E,Gobierno Autonomo Municipal De Capinota,Bienes,CM,Compra De Insumos Para Pasientes S.U.S. Hospital Jose De La Reza,Contratado,,2020-06-18,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitivaActa o informe de recepcion definitivaVer mas...,FORM 400FORM 500,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - , ,2020-02-26,Cochabamba,NB-SABS (D.S.0181)
20-1327-00-1045998-1-1,Gobierno Autonomo Municipal De Capinota,Bienes,ANPE,Adquisicion De Equipos De Computacion - Para Implementacion De Sistema Catastral,Desierto,2020-06-29,2020-06-23,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Desierta (nota),FORM 100FORM 170,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - , ,2020-07-03,Cochabamba,NB-SABS (D.S.0181)
19-1327-00-1046643-0-E,Gobierno Autonomo Municipal De Capinota,Consultoria,CM,Medico Hospital De Capinota I,Contratado,,2020-06-26,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - , ,2019-03-13,Cochabamba,NB-SABS (D.S.0181)
19-1327-00-1046649-0-E,Gobierno Autonomo Municipal De Capinota,Consultoria,CM,Medico Hospital Capinota Iii,Contratado,,2020-06-26,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - , ,2019-02-27,Cochabamba,NB-SABS (D.S.0181)
20-1327-00-1046994-0-E,Gobierno Autonomo Municipal De Capinota,Bienes,CM,"Compra De Llantas, Camaras Y Protectores Para La Pala Cargadora Cat 950 B",Contratado,,2020-06-29,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - , ,2020-02-03,Cochabamba,NB-SABS (D.S.0181)
16-1327-00-1047182-0-E,Gobierno Autonomo Municipal De Capinota,Servicios Generales,CM,Mantenimiento Unidades Educativas - U.E. Juana Azurdut De Padilla,Contratado,,2020-06-30,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4269007-14), ,,   - , ,2016-02-10,Cochabamba,NB-SABS (D.S.0181)
18-1327-00-1047210-0-E,Gobierno Autonomo Municipal De Capinota,Obras,CM,Mantenimiento Cementerio - Plazuela Cementerio,Contratado,,2020-06-30,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - , ,2018-10-15,Cochabamba,NB-SABS (D.S.0181)
20-1327-00-1047559-0-E,Gobierno Autonomo Municipal De Capinota,Bienes,CM,Adquisicion De 2 Termo Nebulizadores Para Fumigacion Del Virus Covid 19,Contratado,,2020-07-01,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - , ,2020-04-28,Cochabamba,NB-SABS (D.S.0181)
20-1327-00-1047544-0-E,Gobierno Autonomo Municipal De Capinota,Bienes,CM,"Adquisicion De Alimento Complementario Racion Liquida, Area Concentrada",Contratado,,2020-07-01,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - , ,2020-01-24,Cochabamba,NB-SABS (D.S.0181)
20-1327-00-1047536-0-E,Gobierno Autonomo Municipal De Capinota,Bienes,CM,Adquisicion De Llantas Para Ambulancias Del Hospital Jose De La Reza,Contratado,,2020-07-01,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - , ,2020-02-17,Cochabamba,NB-SABS (D.S.0181)
20-1327-00-1047568-0-E,Gobierno Autonomo Municipal De Capinota,Bienes,CM,Compra De Productos De Artes Graficas Para El Hospital Y Centros De Salud,Contratado,,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - , ,2020-05-08,Cochabamba,NB-SABS (D.S.0181)
20-1327-00-1047343-1-1,Gobierno Autonomo Municipal De Capinota,Bienes,ANPP,Compra De Medicamentos E Insumos (Sus) Ley 1152- Segundo Semestre,Anulado desde la convocatoria,2020-07-16,2020-07-06,Documento Base de ContratacionConvocatoriaResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - , ,,Cochabamba,NB-SABS (D.S.0181)
20-1327-00-1048292-1-1,Gobierno Autonomo Municipal De Capinota,Bienes,ANPP,Compra De Medicamentos E Insumos (Sus) Ley 1152 ? Segundo Semestre.,En curso,2020-07-17,2020-07-07,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota),FORM 100,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - , ,,Cochabamba,NB-SABS (D.S.0181)
20-1327-00-1045998-2-1,Gobierno Autonomo Municipal De Capinota,Bienes,ANPE,Adquisicion De Equipos De Computacion - Para Implementacion De Sistema Catastral,En curso,2020-07-16,2020-07-10,Documento Base de ContratacionConvocatoria,FORM 100,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - , ,,Cochabamba,NB-SABS (D.S.0181)
20-1327-00-1048901-1-1,Gobierno Autonomo Municipal De Capinota,Bienes,ANPE,Compra De Contenedores  Con  Instrumental Medico Quirurgico Y Otros Materiales (Lotes No Adjudicados),Desierto,2020-07-16,2020-07-10,ConvocatoriaDocumento Base de ContratacionRes. de Desierta (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - , ,2020-07-20,Cochabamba,NB-SABS (D.S.0181)
20-1327-00-1035227-3-3,Gobierno Autonomo Municipal De Capinota,Bienes,ANPP,Compra De (Oxido De Etileno De Ciclos Automatizados) Para Hospital Jose De La Reza,Desierto,2020-07-28,2020-07-15,ConvocatoriaDocumento Base de ContratacionInforme de la Comision/Responsable de EvaluacionRes. de Desierta (nota),FORM 100FORM 170,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - ,21/07/2020 11:00,2020-08-04,Cochabamba,NB-SABS (D.S.0181)
20-1327-00-1044448-2-1,Gobierno Autonomo Municipal De Capinota,Bienes,ANPP,Compra De Equipo Medico  (Autoclave) ? Para El Hospital De 2do. Nivel Jose De La Reza,En curso,2020-07-28,2020-07-15,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota),FORM 100,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - ,21/07/2020 15:00,,Cochabamba,NB-SABS (D.S.0181)
20-1327-00-1049889-1-1,Gobierno Autonomo Municipal De Capinota,Bienes,ANPP,Compra De Equipos De Laboratorio Para El Hospital Jose De La Reza,Anulado desde la convocatoria,2020-07-29,2020-07-16,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - ,22/07/2020 11:30,,Cochabamba,NB-SABS (D.S.0181)
20-1327-00-1049889-1-2,Gobierno Autonomo Municipal De Capinota,Bienes,ANPP,Compra De Equipos De Laboratorio Para El Hospital Jose De La Reza,Desierto,2020-07-29,2020-07-17,ConvocatoriaDocumento Base de ContratacionRes. de Desierta (nota)Informe de la Comision/Responsable de EvaluacionInforme de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Heraclio Colque  Sanca  (Telf: 4389007-14), ,,   - ,22/07/2020 11:30,2020-08-05,Cochabamba,NB-SABS (D.S.0181)
