cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-1224-00-1047806-1-2,Gobierno Autonomo Municipal De Achacachi,Obras,ANPP,Construccion De Sistema De Riego Comunidad Patanivi  Municipio De Achacachi,Adjudicado,2020-07-24,2020-07-13,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Lourdes Monica Mamani Mamani (Telf: 2136503), ,,   - ,20/07/2020 12:00,2020-07-28,La Paz,NB-SABS (D.S.0181)
20-1224-00-1049297-1-1,Gobierno Autonomo Municipal De Achacachi,Obras,ANPP,Construccion Tinglado Cancha Polifuncional U.E. Don Bosco Achacachi,Desierto,2020-07-24,2020-07-13,Documento Base de ContratacionConvocatoriaPlanosPlanosPlanosPlanosPlanosPlanosVer mas...,FORM 100FORM 170,Ver Ficha,Lourdes Monica Mamani Mamani (Telf: 2136503), ,,   - ,15/07/2020 12:00,2020-07-27,La Paz,NB-SABS (D.S.0181)
20-1224-00-1049293-1-1,Gobierno Autonomo Municipal De Achacachi,Obras,ANPE,Construccion De Enlosetado Z/ 2 De Febrero - Achacachi,Adjudicado,2020-07-20,2020-07-13,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Res. de Adjudicacion (nota),FORM 100FORM 170,Ver Ficha,Lourdes Monica Mamani Mamani (Telf: 2136503), ,,   - , ,2020-07-21,La Paz,NB-SABS (D.S.0181)
20-1224-00-1049282-1-1,Gobierno Autonomo Municipal De Achacachi,Obras,ANPP,Const. Cancha Tinglado U.E. Saavedra,Adjudicado,2020-07-24,2020-07-13,ConvocatoriaDocumento Base de ContratacionPlanosPlanosPlanosPlanosPlanosPlanosVer mas...,FORM 100FORM 170,Ver Ficha,Lourdes Monica Mamani Mamani (Telf: 2136503), ,,   - ,15/07/2020 14:00,2020-07-28,La Paz,NB-SABS (D.S.0181)
20-1224-00-1047837-1-2,Gobierno Autonomo Municipal De Achacachi,Obras,ANPE,Construccion De Sistema De Riego Comunidad De Barco Belen Municipio De Achacachi,Adjudicado,2020-07-20,2020-07-13,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota),FORM 100FORM 170,Ver Ficha,Lourdes Monica Mamani Mamani (Telf: 2136503), ,,   - , ,2020-07-22,La Paz,NB-SABS (D.S.0181)
20-1224-00-1050403-1-1,Gobierno Autonomo Municipal De Achacachi,Obras,ANPE,Construccion Cancha Polifuncional Achacachi Z/Villa Lealtad (Continuacion),Adjudicado,2020-07-27,2020-07-20,PlanosEspecificaciones TecnicasPlanosDocumento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Lourdes Monica Mamani Mamani (Telf: 2136503), ,,   - , ,2020-07-28,La Paz,NB-SABS (D.S.0181)
20-1224-00-1050407-1-1,Gobierno Autonomo Municipal De Achacachi,Obras,ANPE,Const. De Aulas U.E. Tunusi,Adjudicado,2020-07-27,2020-07-20,PlanosPlanosPlanosEspecificaciones TecnicasPlanosDocumento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Ver mas...,FORM 100FORM 170,Ver Ficha,Lourdes Monica Mamani Mamani (Telf: 2136503), ,,   - , ,2020-07-29,La Paz,NB-SABS (D.S.0181)
20-1224-00-1047841-1-2,Gobierno Autonomo Municipal De Achacachi,Obras,ANPE,Construccion De Sistema De Riego Comunidad De Suntia Grande Municipio De Achacachi,Adjudicado,2020-07-24,2020-07-20,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Lourdes Monica Mamani Mamani (Telf: 2136503), ,,   - , ,2020-07-28,La Paz,NB-SABS (D.S.0181)
20-1224-00-1050625-1-1,Gobierno Autonomo Municipal De Achacachi,Obras,ANPP,Construccion Centro Cultural Comunidad Willcahuaya,Adjudicado,2020-07-31,2020-07-21,Documento Base de ContratacionPlanosConvocatoriaEspecificaciones TecnicasRes. de Adjudicacion (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Lourdes Monica Mamani Mamani (Telf: 2136503), ,,   - ,24/07/2020 15:00,2020-08-04,La Paz,NB-SABS (D.S.0181)
20-1224-00-1050634-1-1,Gobierno Autonomo Municipal De Achacachi,Obras,ANPE,Const. Muro Perimetral U.E.  Putuni,Adjudicado,2020-07-28,2020-07-21,Especificaciones TecnicasDocumento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Lourdes Monica Mamani Mamani (Telf: 2136503), ,,   - , ,2020-07-31,La Paz,NB-SABS (D.S.0181)
20-1224-00-1050641-1-1,Gobierno Autonomo Municipal De Achacachi,Obras,ANPE,Const. Muro Perimetral U.E. Kjasina,Adjudicado,2020-07-28,2020-07-21,Especificaciones TecnicasPlanosPlanosPlanosConvocatoriaDocumento Base de ContratacionPlanosInforme de la Comision/Responsable de EvaluacionVer mas...,FORM 100FORM 170,Ver Ficha,Lourdes Monica Mamani Mamani (Telf: 2136503), ,,   - , ,2020-07-31,La Paz,NB-SABS (D.S.0181)
20-1224-00-1052795-1-1,Gobierno Autonomo Municipal De Achacachi,Obras,ANPE,Construccion Tinglado Cancha Polifuncional U.E. Casamaya.,En curso,2020-08-10,2020-07-31,PlanosDocumento Base de ContratacionEspecificaciones TecnicasPlanosConvocatoriaPlanosPlanos,FORM 100,Ver Ficha,Lourdes Monica Mamani Mamani (Telf: 2136503), ,,   - , ,,La Paz,NB-SABS (D.S.0181)
20-1224-00-1052799-1-1,Gobierno Autonomo Municipal De Achacachi,Obras,ANPE,Const. Casa Artesanal Comunidad Janko Amaya Corpaputo,En curso,2020-08-10,2020-07-31,ConvocatoriaDocumento Base de ContratacionEspecificaciones Tecnicas,FORM 100,Ver Ficha,Lourdes Monica Mamani Mamani (Telf: 2136503), ,,   - , ,,La Paz,NB-SABS (D.S.0181)
20-1224-00-1052774-1-1,Gobierno Autonomo Municipal De Achacachi,Obras,ANPP,Const. Casa Artesanal Comunidad Japuraya Baja,En curso,2020-08-13,2020-07-31,Especificaciones TecnicasDocumento Base de ContratacionConvocatoria,FORM 100,Ver Ficha,Lourdes Monica Mamani Mamani (Telf: 2136503), ,,   - ,05/08/2020 15:00,,La Paz,NB-SABS (D.S.0181)
